,sdate,edate,municipality_name,county,displayName,type,mode,category,concern
611,1865,2020-02-29,Jönköpings kommun,Jönköpings län,Jönköpings-Posten,huvudredaktion,redaktion,Dagspress,Hallpressen
612,2020-03-01,9,Jönköpings kommun,Jönköpings län,Jönköpings-Posten,huvudredaktion,redaktion,Dagspress,Bonnier|Hallpressen
613,0,9,Jönköpings kommun,Jönköpings län,Sveriges Radio P4 Jönköping,huvudredaktion,redaktion,Etermedier,Sveriges Radio
614,1926,2017-12-22,Jönköpings kommun,Jönköpings län,Smålandsbygdens Tidning,huvudredaktion,redaktion,Dagspress,
615,2015-04-13,9,Jönköpings kommun,Jönköpings län,SVT Nyheter Jönköping,huvudredaktion,redaktion,Etermedier,Sveriges Television
616,2015-04-13,2015-04-12,Jönköpings kommun,Jönköpings län,SVT Nyheter Småland,lokalredaktion,redaktion,Etermedier,Sveriges Television
617,0,2015-04-12,Jönköpings kommun,Jönköpings län,Smålandsnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
618,2015-06-26,2017-12-31,Sundsvalls kommun,Västernorrlands län,ETC Sundsvall,huvudredaktion,redaktion,Dagspress,ETC
619,2013-01-01,9,Sundsvalls kommun,Västernorrlands län,Heja Sundsvall,huvudredaktion,redaktion,Sajt,
620,0,9,Sundsvalls kommun,Västernorrlands län,Njurundabladet,huvudredaktion,redaktion,Gratistidning,
621,0,9,Sundsvalls kommun,Västernorrlands län,Sveriges Radio P4 Västernorrland,huvudredaktion,redaktion,Etermedier,Sveriges Radio
622,2007-10-20,2012-12-31,Sundsvalls kommun,Västernorrlands län,Sundsvalls Nyheter,huvudredaktion,redaktion,Gratistidning,
623,2013-01-01,2019-03-31,Sundsvalls kommun,Västernorrlands län,Sundsvalls Nyheter,huvudredaktion,redaktion,Gratistidning,Mittmedia
624,2019-04-01,2020-04-01,Sundsvalls kommun,Västernorrlands län,Sundsvalls Nyheter,huvudredaktion,redaktion,Gratistidning,Bonnier|Mittmedia
625,2020-04-02,9,Sundsvalls kommun,Västernorrlands län,Sundsvalls Nyheter,huvudredaktion,redaktion,Gratistidning,Bonnier
626,1841-01-16,2019-03-31,Sundsvalls kommun,Västernorrlands län,Sundsvalls Tidning,huvudredaktion,redaktion,Dagspress,Mittmedia
627,2019-04-01,2020-04-01,Sundsvalls kommun,Västernorrlands län,Sundsvalls Tidning,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
628,2020-04-02,9,Sundsvalls kommun,Västernorrlands län,Sundsvalls Tidning,huvudredaktion,redaktion,Dagspress,Bonnier
629,2015-04-13,9,Sundsvalls kommun,Västernorrlands län,SVT Nyheter Västernorrland,huvudredaktion,redaktion,Etermedier,Sveriges Television
630,0,2015-04-12,Sundsvalls kommun,Västernorrlands län,Mittnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
631,2016-09-02,2017-12-31,Umeå kommun,Västerbottens län,ETC Umeå,huvudredaktion,redaktion,Dagspress,ETC
632,1917-09-14,9,Umeå kommun,Västerbottens län,Folkbladet Västerbotten,huvudredaktion,redaktion,Dagspress,VK Media
633,2016-09-15,9,Umeå kommun,Västerbottens län,Nyheter i Västerbotten,huvudredaktion,redaktion,Sajt,Moderaterna
634,0,9,Umeå kommun,Västerbottens län,Sveriges Radio P4 Västerbotten,huvudredaktion,redaktion,Etermedier,Sveriges Radio
635,2001-03-05,2015-04-12,Umeå kommun,Västerbottens län,Västerbottensnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
636,2015-04-13,9,Umeå kommun,Västerbottens län,SVT Nyheter Västerbotten,huvudredaktion,redaktion,Etermedier,Sveriges Television
637,2012,2016-02-24,Umeå kommun,Västerbottens län,Nöjesmagasinet City,huvudredaktion,redaktion,Gratistidning,VK Media
638,2016-02-25,9,Umeå kommun,Västerbottens län,Totalt Umeå,huvudredaktion,redaktion,Gratistidning,VK Media
639,2012-08-01,2018-10-31,Umeå kommun,Västerbottens län,Umeå Tidning,huvudredaktion,redaktion,Gratistidning,
640,1900,9,Umeå kommun,Västerbottens län,Västerbottens-Kuriren,huvudredaktion,redaktion,Dagspress,VK Media
641,1979,9,Umeå kommun,Västerbottens län,Västerbottningen,huvudredaktion,redaktion,Dagspress,Tidningar i Norr
642,1998,9,Umeå kommun,Västerbottens län,Umeåguiden,huvudredaktion,redaktion,Gratistidning,
643,2017-03-01,2017-12-31,Växjö kommun,Kronobergs län,ETC Växjö,huvudredaktion,redaktion,Dagspress,ETC
644,2011-07-01,2017-02-01,Växjö kommun,Kronobergs län,Lokaltidningen Växjö,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
645,2019-03-01,2017-02-01,Växjö kommun,Kronobergs län,Lokaltidningen Växjö Alvesta,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
646,2019-10-18,2017-02-01,Växjö kommun,Kronobergs län,Lokaltidningen Växjö Alvesta,huvudredaktion,redaktion,Gratistidning,Bonnier
647,2020-01-29,2017-02-01,Växjö kommun,Kronobergs län,Lokaltidningen Växjö Alvesta,huvudredaktion,redaktion,Gratistidning,
648,2019-03-01,2017-02-01,Växjö kommun,Kronobergs län,Lokaltidningen Växjö,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
649,2019-03-01,2019-10-17,Växjö kommun,Kronobergs län,Lokaltidningen Växjö Alvesta,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
650,2019-10-18,2020-01-28,Växjö kommun,Kronobergs län,Lokaltidningen Växjö Alvesta,huvudredaktion,redaktion,Gratistidning,Bonnier
651,2020-01-29,9,Växjö kommun,Kronobergs län,Lokaltidningen Växjö Alvesta,huvudredaktion,redaktion,Gratistidning,
652,1996-01-01,2010-12-31,Växjö kommun,Kronobergs län,Magazinet i Växjö,huvudredaktion,redaktion,Gratistidning,
653,2011-01-01,9,Växjö kommun,Kronobergs län,Magazinet i Växjö,huvudredaktion,redaktion,Gratistidning,Gota Media
654,0,9,Växjö kommun,Kronobergs län,Sveriges Radio P4 Kronoberg,huvudredaktion,redaktion,Etermedier,Sveriges Radio
655,1866,9,Växjö kommun,Kronobergs län,Smålandsposten,huvudredaktion,redaktion,Dagspress,Gota Media
656,2015-04-13,9,Växjö kommun,Kronobergs län,SVT Nyheter Småland,huvudredaktion,redaktion,Etermedier,Sveriges Television
657,1983-03-14,2015-04-12,Växjö kommun,Kronobergs län,Smålandsnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
658,2015-12-17,2020-05-29,Växjö kommun,Kronobergs län,VXO News,huvudredaktion,redaktion,Sajt,Gota Media
659,2020-05-30,9,Växjö kommun,Kronobergs län,VXO News/Mosaik,huvudredaktion,redaktion,Sajt,Gota Media
660,2015-01-01,2017-11-12,Växjö kommun,Kronobergs län,Växjö Nyheter,huvudredaktion,redaktion,Sajt,Höglandsnytt
661,2011-01-01,9,Växjö kommun,Kronobergs län,Växjöbladet Kronobergaren,huvudredaktion,redaktion,Dagspress,Gota Media
662,0,2010-12-31,Växjö kommun,Kronobergs län,Växjöbladet Kronobergaren,huvudredaktion,redaktion,Dagspress,
663,2018-06-01,2020-05-29,Växjö kommun,Kronobergs län,Mosaik,huvudredaktion,redaktion,Gratistidning,Gota Media
664,2008-09-05,2017-12-31,Örebro kommun,Örebro län,ETC Örebro,huvudredaktion,redaktion,Dagspress,ETC
665,2015-04-01,2019-03-31,Örebro kommun,Örebro län,Örebroar'n,huvudredaktion,redaktion,Gratistidning,Mittmedia
666,2019-04-01,2020-04-01,Örebro kommun,Örebro län,Örebroar'n,huvudredaktion,redaktion,Gratistidning,Bonnier|Mittmedia
667,2020-04-02,9,Örebro kommun,Örebro län,Örebroar'n,huvudredaktion,redaktion,Gratistidning,Bonnier
668,1988,2015-03-31,Örebro kommun,Örebro län,Örebroar'n,huvudredaktion,redaktion,Gratistidning,Promedia
669,1950,9,Örebro kommun,Örebro län,Länsposten,huvudredaktion,redaktion,Dagspress,Sveagruppen
670,2015-04-01,2019-03-31,Örebro kommun,Örebro län,Nerikes Allehanda,huvudredaktion,redaktion,Dagspress,Mittmedia
671,2019-04-01,2020-04-01,Örebro kommun,Örebro län,Nerikes Allehanda,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
672,2020-04-02,9,Örebro kommun,Örebro län,Nerikes Allehanda,huvudredaktion,redaktion,Dagspress,Bonnier
673,1843,2015-03-31,Örebro kommun,Örebro län,Nerikes Allehanda,huvudredaktion,redaktion,Dagspress,Promedia
674,2014-11-04,9,Örebro kommun,Örebro län,Örebrokuriren,huvudredaktion,redaktion,Sajt,
675,0,9,Örebro kommun,Örebro län,Örebro Tribune,huvudredaktion,redaktion,Sajt,
676,0,9,Örebro kommun,Örebro län,Sveriges Radio P4 Örebro,huvudredaktion,redaktion,Etermedier,Sveriges Radio
677,2015-04-13,9,Örebro kommun,Örebro län,SVT Nyheter Örebro,huvudredaktion,redaktion,Etermedier,Sveriges Television
678,1986,2015-04-12,Örebro kommun,Örebro län,Tvärsnytt,huvudredaktion,redaktion,Etermedier,Sveriges Television
679,0,9,Örebro kommun,Örebro län,Örebronyheter,huvudredaktion,redaktion,Sajt,
680,2004,2019-08-16,Örebro kommun,Örebro län,Östernärkebladet,huvudredaktion,redaktion,Sajt,
681,2014-08-01,2017-02-20,Katrineholms kommun,Södermanlands län,Expanderad.se,huvudredaktion,redaktion,Sajt,
682,1917-01-05,2018-12-28,Katrineholms kommun,Södermanlands län,Katrineholms-Kuriren,huvudredaktion,redaktion,Dagspress,Sörmlands Media
683,2018-12-29,9,Katrineholms kommun,Södermanlands län,Katrineholms-Kuriren,huvudredaktion,redaktion,Dagspress,NTM|Sörmlands Media
684,0,2018-12-28,Katrineholms kommun,Södermanlands län,Extra KK,huvudredaktion,redaktion,Gratistidning,Sörmlands Media
685,2018-12-29,9,Katrineholms kommun,Södermanlands län,Extra KK,huvudredaktion,redaktion,Gratistidning,NTM|Sörmlands Media
686,1927,9,Katrineholms kommun,Södermanlands län,Sörmlandsbygden,huvudredaktion,redaktion,Dagspress,Sveagruppen
687,2010-01-28,2015-01-05,Gällivare kommun,Norrbottens län,Extra Malmfälten,huvudredaktion,redaktion,Gratistidning,NTM
688,1861,2013-11-01,Gällivare kommun,Norrbottens län,Norrbottens-Kuriren,lokalredaktion,redaktion,Dagspress,NTM
689,0,9,Gällivare kommun,Norrbottens län,Norrländska Socialdemokraten,lokalredaktion,redaktion,Dagspress,NTM
690,2015-04-01,2019-03-31,Fagersta kommun,Västmanlands län,Fagersta-Posten,huvudredaktion,redaktion,Dagspress,Mittmedia
691,2019-04-01,2020-04-01,Fagersta kommun,Västmanlands län,Fagersta-Posten,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
692,2020-04-02,9,Fagersta kommun,Västmanlands län,Fagersta-Posten,huvudredaktion,redaktion,Dagspress,Bonnier
693,1938,2015-03-31,Fagersta kommun,Västmanlands län,Fagersta-Posten,huvudredaktion,redaktion,Dagspress,Promedia
694,1857,2020-02-29,Falköpings kommun,Västra Götalands län,Falköpings Tidning,huvudredaktion,redaktion,Dagspress,Hallpressen
695,2020-03-01,9,Falköpings kommun,Västra Götalands län,Falköpings Tidning,huvudredaktion,redaktion,Dagspress,Bonnier|Hallpressen
696,2017-08-30,9,Lindesbergs kommun,Örebro län,Fellingsbro.se,huvudredaktion,redaktion,Sajt,
697,1999,9,Lindesbergs kommun,Örebro län,Lindenytt,huvudredaktion,redaktion,Sajt,
698,2015-04-01,2019-03-31,Lindesbergs kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Mittmedia
699,2019-04-01,2020-04-01,Lindesbergs kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Bonnier|Mittmedia
700,2020-04-02,9,Lindesbergs kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Bonnier
701,0,2015-03-31,Lindesbergs kommun,Örebro län,Nerikes Allehanda,lokalredaktion,redaktion,Dagspress,Promedia
702,0,9,Filipstads kommun,Värmlands län,Filipstads Tidning,huvudredaktion,redaktion,Dagspress,NWT
703,2003,2020-02-29,Värnamo kommun,Jönköpings län,Finnveden Nu,huvudredaktion,redaktion,Gratistidning,Hallpressen
704,2020-03-01,9,Värnamo kommun,Jönköpings län,Finnveden Nu,huvudredaktion,redaktion,Gratistidning,Bonnier|Hallpressen
705,0,9,Värnamo kommun,Jönköpings län,Sveriges Radio P4 Jönköping,lokalredaktion,redaktion,Etermedier,Sveriges Radio
706,1930,2020-02-29,Värnamo kommun,Jönköpings län,Värnamo Nyheter,huvudredaktion,redaktion,Dagspress,Hallpressen
707,2020-03-01,9,Värnamo kommun,Jönköpings län,Värnamo Nyheter,huvudredaktion,redaktion,Dagspress,Bonnier|Hallpressen
708,2010-01-01,9,Värnamo kommun,Jönköpings län,Värnamo.nu,huvudredaktion,riktad titel,Sajt,
709,0,9,Lerums kommun,Västra Götalands län,Radio pE20,huvudredaktion,redaktion,Etermedier,
710,0,2019-10-31,Lerums kommun,Västra Götalands län,Floda Nyheter,huvudredaktion,redaktion,Sajt,
711,2019-11-01,9,Lerums kommun,Västra Götalands län,Lerums Nyheter,huvudredaktion,redaktion,Sajt,
712,1969,2019-10-14,Lerums kommun,Västra Götalands län,Lerums Tidning,huvudredaktion,redaktion,Gratistidning,WM Media
713,2019-10-15,9,Lerums kommun,Västra Götalands län,Lerums Tidning,huvudredaktion,redaktion,Gratistidning,Stampen
714,2015-01-01,2020-05-01,Lerums kommun,Västra Götalands län,Lokalpressen Lerum,huvudredaktion,riktad titel,Gratistidning,
715,2020-05-02,9,Lerums kommun,Västra Götalands län,Lokalpressen Lerum,huvudredaktion,redaktion,Gratistidning,
716,2006,9,Finspångs kommun,Östergötlands län,Fokus Finspång,huvudredaktion,redaktion,Gratistidning,
717,0,9,Finspångs kommun,Östergötlands län,Folkbladet,lokalredaktion,redaktion,Dagspress,NTM
718,0,9,Finspångs kommun,Östergötlands län,Norrköpings Tidningar,lokalredaktion,redaktion,Dagspress,NTM
719,0,9,Lycksele kommun,Västerbottens län,Folkbladet Västerbotten,lokalredaktion,redaktion,Dagspress,VK Media
720,2008,9,Lycksele kommun,Västerbottens län,Lokaltidningen,huvudredaktion,redaktion,Dagspress,Tidningar i Norr
721,0,9,Lycksele kommun,Västerbottens län,Sveriges Radio P4 Västerbotten,lokalredaktion,redaktion,Etermedier,Sveriges Radio
722,0,9,Lycksele kommun,Västerbottens län,Västerbottens-Kuriren,lokalredaktion,redaktion,Dagspress,VK Media
723,0,9,Vilhelmina kommun,Västerbottens län,Folkbladet Västerbotten,lokalredaktion,redaktion,Dagspress,VK Media
724,0,9,Vilhelmina kommun,Västerbottens län,Lokaltidningen,lokalredaktion,redaktion,Dagspress,Tidningar i Norr
725,2014-12-26,9,Forshaga kommun,Värmlands län,Forshaga-Dejenytt,huvudredaktion,redaktion,Sajt,
726,1941,9,Sunne kommun,Värmlands län,Fryksdalsbygden,huvudredaktion,redaktion,Dagspress,NWT
727,0,2018-09-01,Sunne kommun,Värmlands län,Nya Wermlands-Tidningen,lokalredaktion,redaktion,Dagspress,NWT
728,1873,9,Region Gotland,Gotlands län,Gotlands Allehanda,huvudredaktion,redaktion,Dagspress,NTM
729,2001,9,Region Gotland,Gotlands län,Gotlands Gratistidning,huvudredaktion,redaktion,Gratistidning,Svenska Civildatalogerna
730,1983,9,Region Gotland,Gotlands län,Gotlands Tidningar,huvudredaktion,redaktion,Dagspress,NTM
731,0,9,Region Gotland,Gotlands län,Nyhetsmagasinet Horisont,huvudredaktion,redaktion,Nyhetsmagasin,
732,0,9,Region Gotland,Gotlands län,Sveriges Radio P4 Gotland,huvudredaktion,redaktion,Etermedier,Sveriges Radio
733,2015-04-13,9,Region Gotland,Gotlands län,SVT Nyheter Öst,lokalredaktion,redaktion,Etermedier,Sveriges Television
734,0,2015-04-12,Region Gotland,Gotlands län,Östnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
735,2003,2017-02,Nyköpings kommun,Södermanlands län,Gratistidningen Succé,huvudredaktion,redaktion,Gratistidning,
736,0,9,Nyköpings kommun,Södermanlands län,Sveriges Radio P4 Sörmland,lokalredaktion,redaktion,Etermedier,Sveriges Radio
737,0,2018-12-28,Nyköpings kommun,Södermanlands län,Extra SN,huvudredaktion,redaktion,Gratistidning,Sörmlands Media
738,2018-12-29,9,Nyköpings kommun,Södermanlands län,Extra SN,huvudredaktion,redaktion,Gratistidning,NTM|Sörmlands Media
739,1893,2018-12-28,Nyköpings kommun,Södermanlands län,Södermanlands Nyheter,huvudredaktion,redaktion,Dagspress,Sörmlands Media
740,2018-12-29,9,Nyköpings kommun,Södermanlands län,Södermanlands Nyheter,huvudredaktion,redaktion,Dagspress,NTM|Sörmlands Media
741,2009-03-18,9,Härnösands kommun,Västernorrlands län,Gratistidningen Yippie,huvudredaktion,redaktion,Gratistidning,
742,2000,2019-03-31,Härnösands kommun,Västernorrlands län,Tidningen Ångermanland,huvudredaktion,redaktion,Dagspress,Mittmedia
743,2019-04-01,2020-04-01,Härnösands kommun,Västernorrlands län,Tidningen Ångermanland,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
744,2020-04-02,9,Härnösands kommun,Västernorrlands län,Tidningen Ångermanland,huvudredaktion,redaktion,Dagspress,Bonnier
745,0,2016-06-05,Laholms kommun,Hallands län,Gråbo.nu,huvudredaktion,redaktion,Sajt,
746,0,9,Laholms kommun,Hallands län,Hallandsposten,lokalredaktion,redaktion,Dagspress,Stampen
747,1931-12-05,2013-12-31,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Dagspress,Skånska Dagbladet
748,2014-01-01,2018-10-25,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Dagspress,
749,2019-04-26,2018-10-25,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
750,2019-10-18,2018-10-25,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Gratistidning,Bonnier
751,2019-04-26,2013-12-31,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Dagspress,Skånska Dagbladet
752,2019-04-26,2018-10-25,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Dagspress,
753,2019-04-26,2019-10-17,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
754,2019-10-18,9,Laholms kommun,Hallands län,Laholms Tidning,huvudredaktion,redaktion,Gratistidning,Bonnier
755,2020-03-16,9,Partille kommun,Västra Götalands län,Göteborgs-Posten,lokalredaktion,redaktion,Dagspress,Stampen
756,2015-01-01,9,Partille kommun,Västra Götalands län,Lokalpressen Partille,huvudredaktion,redaktion,Gratistidning,
757,2003,2019-02-13,Partille kommun,Västra Götalands län,Partille Tidning,huvudredaktion,redaktion,Gratistidning,WM Media
758,2019-02-14,2019-10-07,Partille kommun,Västra Götalands län,Härrydaposten och Partille Tidning,huvudredaktion,redaktion,Gratistidning,WM Media
759,1986,2020-04-30,Götene kommun,Västra Götalands län,Götene Tidning,huvudredaktion,redaktion,Gratistidning,Markbladet
760,2020-05-01,9,Götene kommun,Västra Götalands län,Götene Tidning,huvudredaktion,redaktion,Gratistidning,NWT
761,1999-05-01,9,Götene kommun,Västra Götalands län,Hällekiskuriren,huvudredaktion,redaktion,Sajt,
762,2019-01-02,9,Götene kommun,Västra Götalands län,Nya Lidköpings-Tidningen,lokalredaktion,redaktion,Dagspress,NWT
763,1903-04-03,2019-01-01,Götene kommun,Västra Götalands län,Nya Lidköpings-Tidningen,lokalredaktion,redaktion,Dagspress,
764,0,9,Hylte kommun,Hallands län,Hallandsposten,lokalredaktion,redaktion,Dagspress,Stampen
765,0,2019-12-20,Höganäs kommun,Skåne län,Hallå Höganäs,huvudredaktion,redaktion,Gratistidning,Bonnier
766,2014-07-01,9,Höganäs kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,Bonnier
767,0,2014-06-30,Höganäs kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,
768,2008-02-01,2019-10-17,Höganäs kommun,Skåne län,Lokaltidningen Höganäs,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
769,2019-10-18,9,Höganäs kommun,Skåne län,Lokaltidningen Höganäs,huvudredaktion,riktad titel,Gratistidning,Bonnier
770,2015-02-24,2018-08-15,Höganäs kommun,Skåne län,Nättidningen Fyren,huvudredaktion,redaktion,Sajt,
771,0,2019-12-22,Kävlinge kommun,Skåne län,Hallå Kävlinge/Lödde,huvudredaktion,riktad titel,Gratistidning,Bonnier
772,2008-02-01,2015-12-15,Kävlinge kommun,Skåne län,Kävlinge Nya,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
773,2015-12-16,2019-10-17,Kävlinge kommun,Skåne län,Lokaltidningen Kävlinge,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
774,2019-10-18,9,Kävlinge kommun,Skåne län,Lokaltidningen Kävlinge,huvudredaktion,riktad titel,Gratistidning,Bonnier
775,0,2019-12-19,Landskrona kommun,Skåne län,Hallå Landskrona,huvudredaktion,redaktion,Gratistidning,Bonnier
776,2014-07-01,9,Landskrona kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,Bonnier
777,0,2014-06-30,Landskrona kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,
778,0,9,Landskrona kommun,Skåne län,landskronadirekt.com,huvudredaktion,redaktion,Sajt,
779,2008-02-01,2019-10-17,Landskrona kommun,Skåne län,Lokaltidningen Landskrona – Svalöv,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
780,2019-10-18,9,Landskrona kommun,Skåne län,Lokaltidningen Landskrona – Svalöv,huvudredaktion,redaktion,Gratistidning,Bonnier
781,2016-04-01,2018-03-05,Landskrona kommun,Skåne län,Papperstidningen Landskrona och Svalövsbygden,huvudredaktion,redaktion,Gratistidning,
782,0,2019-12-23,Lomma kommun,Skåne län,Hallå Lomma,huvudredaktion,riktad titel,Gratistidning,Bonnier
783,2008-01-16,2017-08-25,Lomma kommun,Skåne län,Lokaltidningen Lomma,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
784,2017-08-26,2019-10-17,Lomma kommun,Skåne län,Lokaltidningen Lomma och Burlöv,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
785,2019-10-18,9,Lomma kommun,Skåne län,Lokaltidningen Lomma och Burlöv,huvudredaktion,riktad titel,Gratistidning,Bonnier
786,0,2019-12-26,Lunds kommun,Skåne län,Hallå Lund,huvudredaktion,redaktion,Gratistidning,Bonnier
787,2008-11-26,2019-10-17,Lunds kommun,Skåne län,Lokaltidningen Lund – Staffanstorp,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
788,2019-10-18,9,Lunds kommun,Skåne län,Lokaltidningen Lund – Staffanstorp,huvudredaktion,riktad titel,Gratistidning,Bonnier
789,0,9,Lunds kommun,Skåne län,Sydsvenskan,lokalredaktion,redaktion,Dagspress,Bonnier
790,1978,2020,Lunds kommun,Skåne län,Torna Hällestad Veckoblad,huvudredaktion,redaktion,Gratistidning,
791,0,2019-12-24,Vellinge kommun,Skåne län,Hallå Vellinge/Höllviken,huvudredaktion,riktad titel,Gratistidning,Bonnier
792,2019-10-18,9,Vellinge kommun,Skåne län,Lokaltidningen Vellinge-Näset,huvudredaktion,riktad titel,Gratistidning,Bonnier
793,2008-02-01,2019-10-17,Vellinge kommun,Skåne län,Lokaltidningen Vellinge-Näset,huvudredaktion,riktad titel,Gratistidning,Lokaltidningen
794,0,9,Vellinge kommun,Skåne län,Vellingeposten,huvudredaktion,redaktion,Gratistidning,
795,0,9,Vellinge kommun,Skåne län,Vi på Näset,huvudredaktion,riktad titel,Gratistidning,
796,0,2019-12-18,Ängelholms kommun,Skåne län,Hallå Ängelholm,huvudredaktion,redaktion,Gratistidning,Bonnier
797,2014-07-01,9,Ängelholms kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,Bonnier
798,0,2014-06-30,Ängelholms kommun,Skåne län,Helsingborgs Dagblad,lokalredaktion,redaktion,Dagspress,
799,2008-02-01,2019-10-17,Ängelholms kommun,Skåne län,Lokaltidningen Ängelholm,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
800,2019-10-18,2019-10-17,Ängelholms kommun,Skåne län,Lokaltidningen Ängelholm,huvudredaktion,redaktion,Gratistidning,Bonnier
801,2019-10-18,2019-10-17,Ängelholms kommun,Skåne län,Lokaltidningen Ängelholm,huvudredaktion,redaktion,Gratistidning,Lokaltidningen
802,2019-10-18,9,Ängelholms kommun,Skåne län,Lokaltidningen Ängelholm,huvudredaktion,redaktion,Gratistidning,Bonnier
803,2012-03-23,9,Hammarö kommun,Värmlands län,Hammarö-Nytt,huvudredaktion,redaktion,Gratistidning,
804,1994,2016-06-01,Hammarö kommun,Värmlands län,Värmlandsbörsen,huvudredaktion,redaktion,Gratistidning,
805,0,2016-11-11,Pajala kommun,Norrbottens län,Haparandabladet,lokalredaktion,redaktion,Dagspress,
806,1995,9,Pajala kommun,Norrbottens län,Meän raatio,huvudredaktion,redaktion,Etermedier,
807,0,9,Pajala kommun,Norrbottens län,Sveriges Radio P4 Norrbotten,lokalredaktion,redaktion,Etermedier,Sveriges Radio
808,0,2016-11-11,Övertorneå kommun,Norrbottens län,Haparandabladet,lokalredaktion,redaktion,Dagspress,
809,1995,9,Övertorneå kommun,Norrbottens län,Meän raatio,lokalredaktion,redaktion,Etermedier,
810,2016-12-01,9,Övertorneå kommun,Norrbottens län,SVT Nyheter Norrbotten,lokalredaktion,redaktion,Etermedier,Sveriges Television
811,2016-12-01,2015-04-12,Övertorneå kommun,Norrbottens län,Nordnytt,lokalredaktion,redaktion,Etermedier,Sveriges Television
812,1882,9,Haparanda kommun,Norrbottens län,Haparandabladet,huvudredaktion,redaktion,Dagspress,
813,2009-01-08,2017-12-31,Haparanda kommun,Norrbottens län,HB-webben,huvudredaktion,redaktion,Gratistidning,
814,1861,2013-11-01,Haparanda kommun,Norrbottens län,Norrbottens-Kuriren,lokalredaktion,redaktion,Dagspress,NTM
815,0,9,Haparanda kommun,Norrbottens län,Norrländska Socialdemokraten,lokalredaktion,redaktion,Dagspress,NTM
816,1988,2019-04-04,Tanums kommun,Västra Götalands län,Havsbandet,huvudredaktion,redaktion,Gratistidning,
817,2015-12-23,9,Tanums kommun,Västra Götalands län,Veckovis,huvudredaktion,redaktion,Gratistidning,
818,2014-04-16,2017,Heby kommun,Uppsala län,Heby-tv,huvudredaktion,redaktion,Etermedier,
819,2010,9,Heby kommun,Uppsala län,Västra Uppland,huvudredaktion,riktad titel,Gratistidning,
820,0,2017-01-01,Heby kommun,Uppsala län,Upsala Nya Tidning,lokalredaktion,redaktion,Dagspress,NTM
821,0,9,Härjedalens kommun,Jämtlands län,Hedeinfo,huvudredaktion,redaktion,Sajt,
822,2001,9,Härjedalens kommun,Jämtlands län,sveg.se,huvudredaktion,redaktion,Sajt,
823,1944,2019-03-31,Härjedalens kommun,Jämtlands län,Tidningen Härjedalen,huvudredaktion,redaktion,Dagspress,Mittmedia
824,2019-04-01,2020-04-01,Härjedalens kommun,Jämtlands län,Tidningen Härjedalen,huvudredaktion,redaktion,Dagspress,Bonnier|Mittmedia
825,2020-04-02,9,Härjedalens kommun,Jämtlands län,Tidningen Härjedalen,huvudredaktion,redaktion,Dagspress,Bonnier
826,0,2019-03-31,Härjedalens kommun,Jämtlands län,Östersunds-Posten,lokalredaktion,redaktion,Dagspress,Mittmedia
